ID,claim,evidence
3342,[],"[""When Roy Barnes was governor , ' Georgia created 235,000 jobs . '""]"
3343,[],['Texas has more fulltime state employees per capita than California and Illinois .']
3344,[],[]
3345,[],['The $ 2.3 billion budget deficit I inherited when I came into office became a $ 2.9 billion surplus .']
3346,[],[]
3347,[],[]
3348,[],[]
3349,[],[]
3350,[],[]
3351,[],"['Were only spending 2 percent of our GDP on our infrastructure , while China and India are spending 10 percent of their GDP reinvesting back into their country .']"
3352,[],[]
3353,[],"['By the end of this decade , the interest we owe on our debt could rise to nearly $ 1 trillion .']"
3354,[],['Odd fact for odd draft : No. 2 overall pick will earn more than the No. 1 pick due to no state tax in Florida .']
3355,[],[]
3356,[],"['In 1947 , when I was born , there were about 450,000 lions .', 'In the mid70s , when my kids were born , there were about 100,000 .']"
3357,[],"['Says that in some Texas communities , our unemployment rate is still at 10 and 20 percent .']"
3358,[],[]
3359,[],[]
3360,[],"['Says Sierra Club sued him to stop oil and gas activity on Texas coast , but we won and the turtles are fine .']"
3361,[],"['If the state turns down money for highspeed rail , it will kill nearly 10,000 permanent Wisconsin jobs .']"
3362,[],['Says Pat Toomey visited Joe Sestak and other veterans in 2002 and then came home and voted against every veterans appropriations bill .']
3363,[],[]
3364,[],[]
3365,[],"['In Oregon , 12,808 people were arrested for marijuanarelated crimes in 2012 .']"
3366,[],[]
3367,[],['The six largest cities in Ohio all have higher rates of violence and crime than every major city along the United StatesMexico border .']
3368,[],[]
3369,[],[]
3370,[],"['Said United States Rep. Jim Marshall , DMacon , sent nearly $ 2 billion overseas to build wind turbines and create jobs , mostly in China']"
3371,[],[]
3372,[],"['The Republican budget plan says that 10 years from now , if youre a 65yearold whos eligible for Medicare , you should have to pay nearly $ 6,400 more than you would today .']"
3373,[],[]
3374,[],[]
3375,[],[]
3376,[],"['According to a recent Congressional Budget Office report , under Obamacare , 7 million people will lose their employersponsored insurance .']"
3377,[],['We in Indiana have ... the highest credit rating in the nation .']
3378,[],['Tim Kaine proposed over $ 6 billion in tax increases from the time he entered the governors mansion until the time he left .']
3379,[],"['Cervical cancer in Africa is fully preventable with basic education , screeningand vaccines .']"
3380,[],['A member of the redistricting commission proposed in Issue 2 could accept a bribe from somebody and couldnt be removed from this commission .']
3381,[],[]
3382,[],['A wide majority of NRA households ... supported this legislation on gun background checks .']
3383,[],"['Today , about 40 percent of guns are purchased without a background check .']"
3384,[],"[""The Democrats have over 20 field agents to our zero . '""]"
3385,[],[]
3386,[],['Says Nick Rahall voted with Obama 94 percent of the time .']
3387,[],"['In 2011 , texting surpassed alcohol as the leading contributing factor in teen driving deaths .']"
3388,[],[]
3389,[],[]
3390,[],['Rick Scott increased tuition at our state colleges and universities by double digits .']
3391,[],[]
3392,[],['Says Scott Walkers views on abortion are more restrictive than any Republican president in recent times .']
3393,[],['The nonprofit groupFeeding America is lying when it claimsthat one in five kids is fighting starvation daily in the United States .']
3394,[],"['Up until two weeks ago , John McCain was a leading proponent of amnesty .']"
3395,[],[]
3396,[],[]
3397,[],[]
3398,[],['Michelle Obama ordered $ 400 worth of lobster and caviar at a New York hotel .']
3399,[],['Says Newt Gingrich said Spanish is the language of the ghetto .']
3400,[],"['When I came into office , our vaccination rate in Texas was 65 percent .', 'When I left two weeks ago , it was 95 percent .']"
3401,[],['Central Health is the only hospital district in Texas that spends taxpayer dollars on abortions .']
3402,[],[]
3403,[],[]
3404,['Businesses will be required to certify to the IRS under penaltyObamacare was not a motivating factor for cutting staff'],[]
3405,[],['On restoring voting rights to nonviolent felons .']
3406,[],"[""President Obama ' does n't ... want to admit we 're at war . '""]"
3407,['wants to ban hunting and says animals should be represented in court'],[]
3408,[],[]
3409,[],[]
3410,[],[]
3411,['Russia all people are absolutelyworld have criminal liability for homosexuality'],[]
3412,[],['Says Texas Senate hopeful Donna Campbell doesnt live in the district shes hoping to win in 2012 .']
3413,[],['The state covered a smaller percentage of the cost of K12 education in 2013 than it did in 2002 .']
3414,[],[]
3415,[],[]
3416,[],[]
3417,[],['Says Dow Chemical decided to build a plant in Saudi Arabia rather than Oklahoma due to the impact of environmental regulations on the supply of natural gas .']
3418,[],['Says Richard Devlin raised your taxes by $ 1 billion in a single day .']
3419,[],"['The head of the IRS ordered 24,000 emails erased before Congress could review them , making sure the American people will never know the real truth .']"
3420,[],['Says in Newark were paying 80 percent of the school budget from local property taxes .']
3421,[],[]
3422,[],[]
3423,[],[]
3424,[],['We spend about 75 percent of the entire cost of the military aspect of NATO .']
3425,[],[]
3426,[],"['Theres only one of us whos actually cut government spending not two , theres one and youre looking at him .']"
3427,[],[]
3428,[],['Says Newt Gingrich has said that we should make the 11 million illegal workers that are in this country legal .']
3429,[],"['In 2008 , when Flint had 265 sworn officers on their police force , there were 35 murders and 91 rapes in this city .', 'In 2010 , when Flint had only 144 police officers , the murder rate climbed to 65 , and rapes climbed to 229 .']"
3430,[],[]
3431,[],['Says a national CocaCola study showed Texans love Texas more than residents of any other state love their state ; Wisconsinites ranked second .']
3432,[],"[""Obama ' only wants your children to have health insurance . '""]"
3433,[],[]
3434,[],[]
3435,[],['The United States was not one of 16 countries where David Perdue said in his Pillowtex deposition that he created jobs .']
3436,[],[]
3437,[],"['Donald Trump said he was excited for the 2008 housing crash that devastated millions of American families , because he thought it would help him scoop up more real estate on the cheap .']"
3438,[],[]
3439,[],"['Says in our gun laws were allowing domestic abusers to sidestep this ban on getting a gun .', 'The loophole allows a convicted abuser to walk into a gun show and walk out with a gun , no questions asked .']"
3440,[],[]
3441,[],['Says the SimpsonBowles deficit reduction proposal urged raising $ 2 trillion in new revenue .']
3442,[],[]
3443,[],[]
3444,[],[]
3445,[],[]
3446,[],['Republican candidate for governor Nathan Deal fought to weaken Georgias rape shield law .']
3447,[],"['I mean , $ 25 million was spent , but we dont have that gun ownershipdatabase .']"
3448,[],[]
3449,[],[]
3450,[],['Almost 40 percent of all undocumentedimmigrants come by plane and they overstay their visas .']
3451,[],"['Last year , Obama administration officials released into our neighborhoods more than 36,000 criminal immigrants who had nearly 88,000 convictions .', 'The crimes included hundreds of convictions for murder , rape and kidnapping and thousands of drugrelated crimes .']"
3452,[],[]
3453,[],[]
3454,[],"['Every year in Iran , they celebrate Death to America day .']"
3455,[],"['The pension fund in the city of Providence is only 30 percent funded , about the same level as when he [ Taveras ] took office .']"
3456,[],['Florida sends $ 135 billion and D.C. returns $ 150 billion .']
3457,[],['Says President Barack Obama delivered $ 2 billion to Brazil to help with offshore drilling projects .']
3458,[],['Opponent Glenn Hegar expressed pride in legislated cuts to public school funding .']
3459,[],['One .']
3460,[],['We just had someone last week in Neenah near a school kill someone with a bow and arrow .']
3461,[],"['The Obama administration offered $ 900 million to Hamas , a recognized terrorist organization , to rebuild Gaza .']"
3462,[],[]
3463,[],[]
3464,[],"['I won the South Carolina primary in 2004 , and I was way behind in the polls at this stage in 2004 .']"
3465,[],[]
3466,[],"['The alternative to higher state worker pension and health care payments is to look at 1,500 layoffs of state employees or close to 200,000 children who would be bumped off Medicaidrelated programs .']"
3467,['many public employeesWe are well below average in the number of public employees'],[]
3468,[],"['Right now , we have the lowest gas tax of anywhere in the country .']"
3469,[],[]
3470,[],['When President Obama was running for reelection Senator Sanders was trying to find someone to primary him .']
